acc	organism	database_source	llps_roles	mlos	idrs	lcrs	llps_regions	pfam_domains
Q9PWG7	Xenopus laevis	cdcode	client	mitochondrial_cloud				
Q9QJ38	Human herpesvirus 6B (strain Z29)	cdcode	client	pml_nuclear_body				
Q9QR71	Human herpesvirus 8 type P (isolate GK18)	cdcode	client	lana_body				
Q9QUF7	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
Q9QUH6	Rattus norvegicus	drllps,phasepdb	driver	droplet,postsynaptic_density	92-113,373-394,725-753,781-809,932-1017,1033-1153,1276-1308	179-204,329-339,370-396,708-718,787-803,938-973,1040-1071,1113-1129,1195-1229,1234-1254		C2 (x1),RasGAP (x2),DUF3498 (x1)
Q9QUI0	Mus musculus	cdcode,drllps,phasepdb	client	centrosome,centrosome/spindle_pole_body,mast_cell_extracellular_granules_(mcegs),postsynaptic_density,tau_condensate				Ras (x1)
Q9QUM9	Mus musculus	cdcode,phasepdb	client	mast_cell_extracellular_granules_(mcegs),tau_condensate				Proteasome (x1),Proteasome_A_N (x1)
Q9QUP5	Mus musculus	cdcode,drllps	client	postsynaptic_density				Xlink (x2),V-set (x1)
Q9QUR7	Mus musculus	drllps	regulator	centrosome/spindle_pole_body,pml_nuclear_body	32-56			Rotamase (x1),WW (x1)
Q9QUR8	Mus musculus	cdcode,drllps	client	postsynaptic_density		3-17,21-42,644-663		PSI (x1),Ig_2 (x1),Sema (x1)
Q9QWI6	Mus musculus	cdcode,drllps	client	postsynaptic_density	19-78,352-448,538-710,924-982,1016-1094,1155-1250	26-45,66-77,152-162,365-399,516-527,548-570,590-607,687-711,731-746,1066-1083		AIP3 (x1)
Q9QWR8	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
Q9QWW1	Mus musculus	cdcode,drllps	client	postsynaptic_density	110-166	215-273,284-318		WH1 (x1)
Q9QWY8	Mus musculus	cdcode,drllps	client	postsynaptic_density	310-333,725-775,792-1080	2-16,122-136,147-164,310-328,539-549,603-617,727-738,792-803,814-847,856-865,892-903,971-984,1065-1077,1107-1118		SH3_1 (x1),PH (x1),ArfGap (x1),Ank_2 (x1)
Q9QX11	Mus musculus	cdcode,drllps	client	postsynaptic_density		13-54		PH (x1),Sec7 (x1)
Q9QXS1	Mus musculus	cdcode,drllps	client	plectin_condensates,postsynaptic_density	113-161,167-186,1626-1653,1801-1835,1916-1937,2100-2141,2223-2317,2675-2728,2763-2784,3312-3338,4387-4420,4618-4691	385-396,779-784,803-823,902-925,1111-1125,1267-1287,1314-1326,1383-1406,1482-1573,1578-1603,1613-1710,1749-1789,1797-1845,1860-1978,1987-2019,2080-2094,2107-2198,2204-2311,2319-2374,2431-2447,2460-2501,2527-2552,2583-2620,2658-2756,3093-3111,3422-3441,3528-3539,3693-3714,3720-3730,3763-3776,4266-4286,4314-4324,4389-4404,4614-4649,4652-4678		Spectrin_like (x1),CH (x2),Plectin (x18),S10_plectin (x1),SH3_10 (x1)
Q9QXS6	Mus musculus	cdcode,drllps,phasepdb	client	postsynaptic_density,tau_condensate	209-497,633-677	183-245,263-284,331-347,409-423,453-473,477-498,502-518,619-637,655-668,697-705		Cofilin_ADF (x1)
Q9QXV0	Mus musculus	phasepdb	driver	na				
Q9QXW9	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
Q9QXX4	Mus musculus	cdcode,drllps	client	postsynaptic_density				Mito_carr (x3)
Q9QXY6	Mus musculus	cdcode,drllps	client	postsynaptic_density		25-36,420-433		EHD_N (x1),DUF5600 (x1),EF-hand_4 (x1),Dynamin_N (x1)
Q9QXY9	Mus musculus	cdcode,drllps	client	postsynaptic_density				Peroxin-3 (x3)
Q9QXZ0	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-47,2120-2155,2806-2841,2951-2978,3058-3099,6904-6937,7171-7354	6-35,65-79,477-497,1057-1068,1406-1432,1448-1458,1522-1542,1986-1997,2219-2228,2940-2950,3362-3382,3406-3429,3555-3576,3602-3610,3657-3684,3811-3831,3999-4013,4157-4182,4223-4243,4256-4283,4321-4341,4931-4947,4969-4996,5151-5179,5773-5787,6047-6067,6281-6291,6832-6848,7180-7225,7274-7299,7316-7328		Plectin (x9),CH (x2),Spectrin (x18),EF-hand_7 (x1),GAS2 (x1),SH3_10 (x1),Spectrin_like (x1)
Q9QY15	Mus musculus	cdcode,drllps	client	chromatoid_body		50-61,101-111		DEAD (x1),Helicase_C (x1)
Q9QY16	Rattus norvegicus	cdcode,drllps	client	chromatoid_body		50-60,100-110		DEAD (x1),Helicase_C (x1)
Q9QY24	Mus musculus	cdcode	client	arsenite_induced_necrosome,stress_granule				
Q9QY76	Mus musculus	cdcode,drllps	client	postsynaptic_density		166-193,219-243		Motile_Sperm (x1)
Q9QYB5	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-23,471-496,534-556,574-610,651-706	2-19,101-114,590-605,650-662,673-703		Aldolase_II (x1)
Q9QYB8	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-22,525-725	565-585,687-725		Aldolase_II (x1)
Q9QYC0	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-21,418-487,576-735	5-19,570-596,666-685,698-719,727-733		Aldolase_II (x1)
Q9QYI4	Mus musculus	cdcode,drllps	client	postsynaptic_density	45-97	57-94,231-264,269-280		DnaJ (x1),DUF1977 (x1)
Q9QYJ0	Mus musculus	cdcode,drllps	client	postsynaptic_density	365-412	70-83,101-113,202-216,393-403		DnaJ_C (x1),DnaJ_CXXCXGXG (x1),DnaJ (x1)
Q9QYJ3	Mus musculus	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body,postsynaptic_density		68-91,136-147		DnaJ_C (x1),DnaJ (x1)
Q9QYK7	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-52	31-47		zf-RING_2 (x1)
Q9QYR6	Mus musculus	cdcode,drllps	client	postsynaptic_density	310-331,345-678,738-809,846-1076,1094-1210,1223-1651,1685-1729,1744-1848,1866-2648	108-121,350-378,402-455,505-517,582-595,614-629,659-673,990-1001,1096-1106,1302-1317,1608-1618,1822-1846,1883-1895,1918-1931,2145-2158,2198-2222,2279-2303,2351-2362,2424-2444,2447-2466,2478-2490,2528-2552,2742-2750		
Q9QYS2	Mus musculus	cdcode,drllps	client	postsynaptic_density		142-157,423-438,689-709,849-861		NCD3G (x1),7tm_3 (x1),ANF_receptor (x1)
Q9QYS9	Mus musculus	cdcode,drllps	client	postsynaptic_density		211-226,230-250		STAR_dimer (x1),Quaking_NLS (x1),KH_1 (x1)
Q9QYX7	Mus musculus	cdcode,drllps,phasepdb	driver,client	postsynaptic_density	1-143,173-524,594-867,883-1005,1057-1345,1364-1803,2104-2126,2261-2377,3334-3443,3490-3556,3576-3679,3760-3797,4206-4231,4254-4273,4317-4339,4574-4620,4758-4834,4857-4891	4-30,90-106,252-279,393-489,513-525,636-647,657-686,709-720,722-738,798-839,898-910,961-978,1070-1090,1092-1107,1150-1179,1275-1289,1320-1343,1397-1411,1444-1457,1497-1511,1668-1681,1706-1749,1789-1800,1839-1859,2046-2061,2109-2137,2333-2366,2374-2389,2413-2423,2487-2498,2605-2633,2727-2738,2792-2808,3117-3128,3135-3158,3165-3178,3212-3243,3691-3721,3735-3750,3863-3883,3947-3961,4004-4015,4149-4160,4185-4196,4210-4225,4229-4245,4575-4602,4764-4778,4801-4817,4840-4850,4870-4892		PDZ (x1),C2 (x2),zf-piccolo (x2)
Q9QZ05	Mus musculus	drllps	regulator	stress_granule	1-26,661-784	2-13,147-200,483-494,728-738,1175-1184,1244-1256,1291-1310		tRNA-synt_His (x1),HGTP_anticodon2 (x1),RWD (x1),Pkinase (x3)
Q9QZ06	Mus musculus	cdcode,drllps	client	postsynaptic_density		28-44,175-190,213-225		CUE (x1),C2 (x1)
Q9QZ49	Mus musculus	drllps	regulator	droplet	64-89	9-22,34-54,70-81		UBX (x1)
Q9QZ88	Mus musculus	cdcode,drllps	client	postsynaptic_density				Metallophos_2 (x1)
Q9QZB1	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-29	8-19,59-71		RGS (x1)
Q9QZB7	Mus musculus	phasepdb	client	tau_condensate				Actin (x1)
Q9QZC2	Mus musculus	cdcode,drllps	client	postsynaptic_density		9-35,114-126,946-974,978-997		Plexin_cytopl (x1),Sema (x1),PSI (x1),TIG (x2)
Q9QZE5	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
Q9QZF2	Mus musculus	cdcode,drllps	client	postsynaptic_density	477-531	10-21,481-492,503-509,539-552		Glypican (x1)
Q9QZL0	Mus musculus	cdcode	client	arsenite_induced_necrosome,stress_granule				
Q9QZM0	Mus musculus	phasepdb	driver	inclusion_body;_ubqln_puncta				
Q9QZN4	Mus musculus	cdcode,drllps	client	postsynaptic_density		4-15		F-box-like (x1),FBA (x1)
Q9QZQ1	Mus musculus	cdcode,drllps	client	postsynaptic_density	129-196,356-377,538-569,1107-1194,1203-1222,1235-1278,1294-1527,1567-1716,1734-1820	162-183,876-883,1309-1318,1365-1372,1386-1392,1415-1439,1531-1558,1574-1587,1596-1623,1657-1679,1692-1706		PDZ (x1),RA (x2),FHA (x1),DIL (x1)
Q9QZS2	Mus musculus	drllps	regulator	pml_nuclear_body	1-39,110-130	77-88		
Q9QZS3	Mus musculus	cdcode,drllps,phasepdb	driver,client	postsynaptic_density	213-260,542-590,625-653	70-82,231-253,462-483,494-502		NumbF (x1),PID (x1)
Q9QZX7	Mus musculus	phasepdb	client	tau_condensate		181-192		PALP (x1)
Q9R020	Mus musculus	phasepdb	client	tau_condensate	117-330	107-119,145-182,193-330		zf-RanBP (x2)
Q9R099	Mus musculus	cdcode,drllps	client	postsynaptic_density	36-71	9-30,50-59,416-440		WD40 (x2)
Q9R0A0	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-24,70-102,230-376	158-197,247-262,265-275,316-341		Pex14_N (x1)
Q9R0L6	Mus musculus	cdcode,drllps,phasepdb	driver,client	centrosome,centrosome/spindle_pole_body	1-91,111-140,354-390,528-553,565-586,620-654,866-885,913-940,1081-1105,1149-1213,1230-1310,1319-1338,1720-1943	287-307,403-423,527-548,622-647,663-683,730-767,824-851,915-920,1021-1033,1287-1301,1735-1746,1766-1778,1801-1814,1904-1909,1979-1990		PCM1_C (x1)
Q9R0N3	Mus musculus	cdcode,drllps	client	postsynaptic_density	79-120,132-152	18-37,72-83		C2 (x2)
Q9R0N5	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-21	25-45,123-142,288-301,343-353,375-386		C2 (x2)
Q9R0N7	Mus musculus	cdcode,drllps	client	postsynaptic_density	53-103	261-274,313-327		C2 (x2)
Q9R0P3	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
Q9R0P5	Mus musculus	cdcode,drllps,phasepdb	client	postsynaptic_density,tau_condensate				Cofilin_ADF (x1)
Q9R0P9	Mus musculus	cdcode,drllps,phasepdb	client	postsynaptic_density,tau_condensate				Peptidase_C12 (x1)
Q9R0Q6	Mus musculus	cdcode,drllps	client	postsynaptic_density		199-211		WD40 (x2)
Q9R0U0	Mus musculus	cdcode,drllps	client	neuronal_granule,neuronal_rnp_granule	116-262	105-160,164-185,218-260		RRM_1 (x1)
Q9R1A1	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
Q9R1C6	Mus musculus	cdcode,drllps	client	postsynaptic_density		39-50		DAGK_cat (x1),DAGK_acc (x1),C1_1 (x1)
Q9R1K9	Mus musculus	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	1-31	63-79		EF-hand_7 (x2)
Q9R1P4	Mus musculus	cdcode	client	elva				
Q9R1Q8	Mus musculus	cdcode,drllps	client	postsynaptic_density	178-199			Calponin (x1),CH (x1)
Q9R1Q9	Mus musculus	cdcode,drllps	client	postsynaptic_density		22-34,161-175,414-437		ATP-synt_S1 (x1)
Q9R1R2	Mus musculus	cdcode,drllps	client	neuronal_granule,neuronal_rnp_granule,postsynaptic_density	419-464			zf-B_box (x1),zf-RING_UBOX (x1),Filamin (x1),NHL (x6)
Q9R1T4	Mus musculus	cdcode,drllps,phasepdb	client	postsynaptic_density,tau_condensate	403-434	343-399,407-417		Septin (x1)
Q9R1V4	Mus musculus	cdcode,drllps	client	postsynaptic_density	36-82	2-32,735-762		Reprolysin (x1),Disintegrin (x1),ADAM_CR (x1),EGF_2 (x1),Pep_M12B_propep (x1)
Q9R1V6	Mus musculus	cdcode,drllps,phasepdb	client	postsynaptic_density,tau_condensate	769-904	214-230,727-758,789-808,860-875		Reprolysin (x1),Disintegrin (x1),ADAM_CR (x1),EGF_2 (x1),Pep_M12B_propep (x1)
Q9R1V7	Mus musculus	cdcode,drllps	client	postsynaptic_density		32-69,93-102,786-813		Pep_M12B_propep (x1),Reprolysin (x1),Disintegrin (x1),ADAM_CR (x1)
Q9R1Z8	Mus musculus	phasepdb	driver	na				
Q9R207	Mus musculus	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	389-418,444-479,491-550,576-645,731-751	4-13,557-565		NIBRIN_BRCT_II (x1),FHA (x1),Nbs1_C (x1)
Q9R269	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-20	24-51,355-382,612-632,695-715,718-729,758-778,789-809,830-843,893-924,948-982,1001-1021,1027-1042,1082-1109,1186-1220,1224-1238,1243-1252,1320-1360,1381-1439,1456-1480,1515-1542,1557-1584,1613-1638		SH3_10 (x1)
Q9S709	Arabidopsis thaliana	drllps	regulator	nuclear_speckle,nucleolus	191-296	78-94,121-130,178-217,234-257,259-280,286-295		zf-CCCH (x2),RRM_1 (x1)
Q9S714	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	50-87	51-81		PSI_PsaE (x1)
Q9S726	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		48-61		Rib_5-P_isom_A (x1)
Q9S757	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		223-234		PALP (x1)
Q9S775	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	893-941,1122-1152,1313-1344,1362-1384	21-27,369-390,507-519,796-810,829-841,1120-1137,1189-1203,1368-1379		Chromo (x2),SNF2-rel_dom (x1),PHD (x1),Helicase_C (x1),DUF1087 (x1),DUF1086 (x1)
Q9S791	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	30-68	101-114,120-137,247-262,555-576		TMEM214 (x1)
Q9S795	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		46-57		Aldedh (x1)
Q9S7C0	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	503-579,786-831	492-512,576-581,595-608		HSP70 (x1)
Q9S7D8	Arabidopsis thaliana	cdcode	client	chloroplast_stress_granule				
Q9S7E4	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		15-20,115-124,137-141		2-Hacid_dh_C (x1),2-Hacid_dh (x1)
Q9S7E6	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	90-128	98-128		LSM (x1)
Q9S7J7	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		177-192		Chloroa_b-bind (x1)
Q9S7L9	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-126	28-42,53-114		COX6B (x1)
Q9S7M0	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Chloroa_b-bind (x1)
Q9S7N7	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				PSI_PSAK (x1)
Q9S7W1	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-53	37-46		Chloroa_b-bind (x1)
Q9S7W4	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Kelch_1 (x1)
Q9S7Y7	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		2-20		Gal_mutarotas_2 (x1),Glyco_hydro_31 (x1),NtCtMGAM_N (x1)
Q9S814	Arabidopsis thaliana	cdcode,drllps,phasepdb	driver,client	p_body,stress_granule	534-561,623-662,1269-1294	19-30,160-176,222-232,289-308,396-414,488-502,647-668,781-793,861-870,945-962		Nramp (x1)
Q9S825	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	148-231,262-284	29-41,215-227,374-387		eIF-5_eIF-2B (x1),W2 (x1)
Q9S826	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Brix (x1)
Q9S831	Arabidopsis thaliana	cdcode	client	chloroplast_stress_granule				
Q9S834	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				CLP_protease (x1)
Q9S841	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				MSP (x1)
Q9S9K7	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-28	2-21,57-74		Histone (x1),Histone_H2A_C (x1)
Q9S9M7	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		12-28,34-58,60-67,241-246		
Q9S9P0	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	262-565,653-966	624-640,662-673,706-720		
Q9S9P1	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		5-20		Ribosomal_L7Ae (x1)
Q9S9P3	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	349-375	2-20,96-105,130-141,324-344,387-424,436-463,551-566		XS (x1),zf-XS (x1),XH (x1)
Q9S9W2	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		162-175,223-237		
Q9SA14	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Iso_dh (x1)
Q9SA27	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-56,471-491	2-14,387-403,460-485		Helicase_C (x1),DEAD (x1)
Q9SA34	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		68-74		IMPDH (x1)
Q9SA88	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		70-84,175-186,389-399		BBE (x1),FAD_binding_4 (x1)
Q9SAB3	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-54,379-405	12-41,253-262,346-359,368-401		RRM_1 (x3)
Q9SAF6	Arabidopsis thaliana	cdcode,drllps,phasepdb	driver,client	dna_damage_foci,nucleolus	1-22,38-59,806-829,847-1128	34-47,163-183,216-236,265-313,329-345,397-442,474-505,512-532,537-564,570-585,641-661,681-725,814-831,884-895,915-929,953-968,1011-1030,1074-1110		
Q9SAG7	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-314,602-643,852-900	6-32,36-56,156-162,187-209,256-271,290-307,432-443,591-604,606-635,858-900		MA3 (x1)
Q9SAI5	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		41-45,72-85		Ribosomal_L30_N (x1),Ribosomal_L30 (x1)
Q9SAJ4	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				PGK (x1)
Q9SAJ6	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	50-84	260-272		Gp_dh_C (x1),Gp_dh_N (x1)
Q9SAR5	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-41	24-37,208-219		STI1 (x1)
Q9SB42	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-122	6-35,45-67,270-281		DUF573 (x1)
Q9SB47	Arabidopsis thaliana	cdcode	client	stress_granule				
Q9SB63	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-276,384-437,472-798,825-888,909-1144,1156-1412	2-18,109-119,293-308,329-345,377-389,675-710,851-863,886-899,1362-1375,1383-1397		BAT2_N (x1)
Q9SB64	Arabidopsis thaliana	phasepdb	driver	na				
Q9SB89	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-147,608-633	17-31,60-69,71-85,87-95,104-149,387-394,617-626		DEAD (x1),Helicase_C (x1),DUF4217 (x1)
Q9SBA5	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Ins134_P3_kin_N (x1),Ins134_P3_kin (x1)
Q9SCJ9	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-22,384-418	189-201		UCH (x1)
Q9SCM3	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-42	8-40		Ribosomal_S5_C (x1),Ribosomal_S5 (x1)
Q9SCN8	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	772-815	432-445,718-733,780-798		CDC48_2 (x1),AAA (x2),CDC48_N (x1),AAA_lid_3 (x2)
Q9SCP4	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				PPR_2 (x3),PPR (x4)
Q9SCT4	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	430-450,805-836	18-31,36-41,167-178,306-323,458-483,502-515,687-700,806-819,822-832		LRR_8 (x2),LRRNT_2 (x1),PK_Tyr_Ser-Thr (x1)
Q9SCW1	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		6-30,595-611		GHD (x1),Glyco_hydro_35 (x1),Gal_Lectin (x1)
Q9SCX3	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	89-139	82-102,108-129		EF1_GNE (x1)
Q9SCZ4	Arabidopsis thaliana	phasepdb	driver	na				
Q9SD45	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Abhydrolase_1 (x1)
Q9SD61	Arabidopsis thaliana	cdcode,drllps	client	nuclear_speckle	156-179,210-352	329-352		zf-CCCH_4 (x2),RRM_1 (x1)
Q9SD72	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		188-199		Glyco_hydro_3 (x1),Glyco_hydro_3_C (x1)
Q9SD76	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-24	132-143		Phosphorylase (x1)
Q9SD78	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		75-86		
Q9SDS7	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		49-60		V-ATPase_C (x1)
Q9SDW0	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-51,147-176,190-220,269-297	8-31,40-46,165-173,249-296		Myb_DNA-bind_4 (x1)
Q9SE45	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		91-111		Annexin (x4)
Q9SE83	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	507-570,629-648,821-914	76-92,500-511,617-643,784-804,894-908		Dynamin_M (x1),Dynamin_N (x1),PH (x1),GED (x1)
Q9SE97	Arabidopsis thaliana	phasepdb	driver	na				
Q9SEE9	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-95,175-414	4-92,176-194,225-412		RRM_1 (x1)
Q9SEX2	Arabidopsis thaliana	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body,spindle_apparatus	82-215	178-197,346-358		AAA (x1),AAA_lid_3 (x1),Vps4_C (x1)
Q9SF16	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	529-557	236-255,538-557		Cpn60_TCP1 (x1)
Q9SF35	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Ribosom_S12_S23 (x1)
Q9SF40	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	56-95	352-370		Ribos_L4_asso_C (x1),Ribosomal_L4 (x1)
Q9SF53	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		7-34,74-87		Ribosomal_L29 (x1)
Q9SF55	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-34	2-19,21-40		Histone (x1)
Q9SF85	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				PfkB (x1)
Q9SFB1	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		6-25		DUF642 (x2)
Q9SFH9	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	82-101	73-94,101-114		ALAD (x1)
Q9SFU1	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Ribosomal_L13 (x1)
Q9SFU6	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		595-614,1627-1650,1683-1693,1731-1750,1769-1794		Glucan_synthase (x2),FKS1_dom1 (x1)
Q9SFU7	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-148			SAM_1 (x1)
Q9SFX3	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		9-20,519-536,551-566,603-614		Ribophorin_I (x1)
Q9SG02	Arabidopsis thaliana	cdcode,phasepdb	driver,client	sirna_body				
Q9SG79	Arabidopsis thaliana	cdcode,drllps	client	centrosome,spindle_apparatus	1-99	74-96,118-131,136-141,205-225		Sad1_UNC (x1)
Q9SGA6	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Ribosomal_S19e (x1)
Q9SGC1	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-20	288-302,322-333		PGM_PMM_I (x1),PGM_PMM_II (x1),PGM_PMM_III (x1),PGM_PMM_IV (x1)
Q9SGE9	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		47-67		PhetRS_B1 (x1),B3_4 (x1),B5 (x1),tRNA_synthFbeta (x1)
Q9SGS4	Arabidopsis thaliana	cdcode	client	chloroplast_stress_granule				
Q9SGT7	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	434-522	443-504,512-520		Nop (x1),NOP5NT (x1)
Q9SGY2	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		186-197,357-368		Citrate_bind (x1),ATP-grasp_2 (x1)
Q9SGZ5	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		5-11,557-570		Glyco_hydro_3 (x1),Glyco_hydro_3_C (x1),Fn3-like (x1)
Q9SH59	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-38	6-20,22-36,89-116		Reticulon (x1)
Q9SH69	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				6PGD (x1),NAD_binding_2 (x1)
Q9SH88	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	59-92,139-170,217-259,289-318	214-225,291-318		RRS1 (x1)
Q9SHA0	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				LTP_2 (x1)
Q9SHC8	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	123-174	181-236		Motile_Sperm (x1)
Q9SHE7	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		88-102		ubiquitin (x2)
Q9SHE8	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		33-40,49-61,155-175		PSI_PsaF (x1)
Q9SHF3	Arabidopsis thaliana	cdcode	client	rh20_condensate				
Q9SHL7	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	296-336	38-49,74-84,252-266,600-613		Rrp44_CSD1 (x1),OB_Dis3 (x1),RNB (x1),PIN_4 (x1),Rrp44_S1 (x1)
Q9SHP0	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		368-381		Aminotran_5 (x1)
